site,lat,lng,zip,name,address,phone,email,web
"Brewersfayre","53.579025","-0.107766","DN31 2UT","The Haven","Appian Way, Grimsby, Humberside, DN31 2UT","","","https://www.brewersfayre.co.uk//en-gb/locations/lincolnshire/the-haven"
"Brewersfayre","54.576092","-3.563776","CA28 6PL","The Howgate","Howgate, Whitehaven, Cumberland, CA28 6PL","","","https://www.brewersfayre.co.uk//en-gb/locations/cumbria/the-howgate"
"Brewersfayre","53.737048","-1.722107","BD19 6HG","The Hunsworth","Whitehall Road, Cleckheaton, West Yorkshire, BD19 6HG","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/the-hunsworth"
"Brewersfayre","52.536299","-1.400199","LE10 0NB","The Marina","Wharf Farm, Coventry Road, Hinckley, LE10 0NB","","","https://www.brewersfayre.co.uk//en-gb/locations/leicestershire/the-marina"
"Brewersfayre","51.938471","1.257623","CO12 4NX","The Mayflower","Parkeston Road, Dovercourt, Harwich, CO12 4NX","","","https://www.brewersfayre.co.uk//en-gb/locations/essex/the-mayflower"
"Brewersfayre","53.516149","-1.378087","S73 0UN","The Meadows","Meadow Gate, Valley Park Industrial Estate, Wombwell, Barnsley, S73 0UN","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/the-meadows"
"Brewersfayre","51.027556","-3.091688","TA2 7RX","The O-Bridge","Massingham Park, Taunton, Somerset, TA2 7RX","","","https://www.brewersfayre.co.uk//en-gb/locations/somerset/the-o-bridge"
"Brewersfayre","55.847289","-4.477508","PA1 2BH","The Phoenix Park","Phoenix Business Park, Linwood, Paisley, PA1 2BH","","","https://www.brewersfayre.co.uk//en-gb/locations/renfrewshire/the-phoenix-park"
"Brewersfayre","55.945403","-4.729571","PA15 2AD","The Point","1-3 James Watt Way, Greenock, Renfrewshire, PA15 2AD","","","https://www.brewersfayre.co.uk//en-gb/locations/inverclyde/the-point"
"Brewersfayre","51.386089","1.373181","CT9 5AF","The Promenade","Station Road, Margate, Kent, CT9 5AF","","","https://www.brewersfayre.co.uk//en-gb/locations/kent/the-promenade"
